Course,Credits,Semester_Number
IT 1,4.0,1
IT 2,4.0,2
ENGL 15||  30H|| ESL  15|| ENGL  137H||||CAS  137H (GWS)‡,3.0,1
CAS 100|| ENGL  138T||||CAS  138T (GWS)‡,3.0,2
General Education Quantification (GQ)‡,3.0,1
General Education Course (N),3.0,2
General Education Course (N),3.0,1
General Education Course,3.0,2
General Education Course,3.0,1
General Health&&Wellness (GHW),1.5,2
IT 3,4.0,3
IT Additional Courses from List*1,3.0,4
General Education Quantification (GQ)‡,3.0,3
IT Additional Courses from List*1,3.0,4
General Education Course,3.0,3
IT Education Abroad X99 Course*1||2,3.0,4
General Health&&Wellness (GHW),1.5,3
IT Education Abroad X99 Course*1||2,3.0,4
Applied Option Course*1,3.0,3
Elective,3.0,4
IT 301*,3.0,5
IT 310|| 320*,3.0,6
IT Additional Courses from List*1,3.0,5
Applied Option Course*1,3.0,6
Applied Option Course*1,3.0,5
Applied Option Course*1,3.0,6
General Education Course,3.0,5
IT Additional Courses from List*1,3.0,6
General Education Course,3.0,5
General Education Course,3.0,6
IT 412*,3.0,7
Applied Option Course at the 4XX Level*1,3.0,8
ENGL 202 (GWS)‡,3.0,7
Applied Option Course*1,3.0,8
IT Additional Courses from List*1,3.0,7
General Education Course,3.0,8
Applied Option Course at the 4XX Level*1,3.0,7
Elective,3.0,8
Elective,3.0,7
Elective,3.0,8
