Course,Credits,Semester_Number
MATH 140|| 140G (GQ)*‡#†,4.0,1
MATH 141|| 141G (GQ)*‡#†,4.0,2
CHEM 110 (GN)*#†,3.0,1
ENGL 15||  30H||||ESL  15 (GWS)‡†,3.0,2
CHEM 111 (GN)†,1.0,1
CHEM 112*,3.0,2
EMSC 100S (or CAS 100 by substitution) (GWS)‡†1,3.0,1
PHYS 211 (GN)*#†,4.0,2
ECON 102 (GS)†,3.0,1
General Education Knowledge Domain,3.0,2
PHYS 212 (GN)*†,4.0,3
PNG 301,3.0,4
EMCH 210,5.0,3
MATH 220,2.0,4
MATH 251,4.0,3
MATH 231,2.0,4
EME 210||CMPSC  201,3.0,3
EMCH 212,3.0,4
PNG 405*,3.0,5
PNG 450*,3.0,6
PNG 406*,1.0,5
PNG 451*,1.0,6
EME 301*,3.0,5
PNG 475*,3.0,6
EME 303*,3.0,5
GEOSC 454,3.0,6
PNG 440W (Writing across the curriculum),3.0,5
PNG 410*,3.0,6
ENGL 202C (GWS)‡†,3.0,5
Technical Elective from approved department list2,3.0,6
PNG 420,3.0,7
PNG 425,3.0,8
PNG 430,3.0,7
PNG 490,3.0,8
EME 460,3.0,7
Technical Elective from approved department list2,3.0,8
PNG 480,3.0,7
General Education Knowledge Domain,3.0,8
PNG 482,1.0,7
General Education Health&&Wellness (GHW),1.5,8
General Education Health&&Wellness (GHW),1.5,7
General Education Knowledge Domain,3.0,8
