Course,Credits,Semester_Number
BIOL 110*#,4,1
BIOL 230W*#,4,2
CHEM 110*#†,3,1
CHEM 112*†,3,2
CHEM 111†,1,1
CHEM 113†,1,2
ENGL 15||  30H||||ESL  15‡,3,1
MATH 141B|| 141‡†,4,2
MATH 140B|| 140*‡#†,4,1
General Education Course,3,2
BIOL 220W*#,4,3
BIOL 240W*#,4,4
CHEM 210|| 202,3,3
CHEM 212|| 203,3,4
STAT 200||  240|||| 250,3-4,3
CHEM 213W (consult with an academic adviser for alternative options),2,4
General Education Course,3,3
CAS 100|| CAS  100A|| CAS  100B||||CAS  100C‡,3,4
Supporting course (consult with an academic adviser for options),3,3
Supporting course (consult with an academic advisor for options),3,4
BIOL 400 Level Selection (consult with an academic adviser for options),3,5
BIOL 400 Level Selection (consult with an academic adviser for options),3,6
Supporting course (consult with an academic adviser for options),3,5
Supporting course (consult with an academic adviser for options),3,6
PHYS 250 (consult with  an academic adviser for alternative options)†,4,5
PHYS 251 (consult with an academic adviserfor alternative options),4,6
General Education Course,3,5
General Education Course,3,6
Supporting course (consult with an academic adviser for options),3,5
Supporting course (consult with an academic adviser for options),3,6
BIOL 400 Level Selection (consult with an academic adviser for options),3,7
BIOL 400 Level Selection (consult with an academic adviser for options),3,8
BIOL 400 Level Selection (consult with an academic adviser for options),3,7
BIOL 400 Level Selection (consult with an academic adviser for options),3,8
General Education Course,3,7
General Education Course,3,8
ENGL 202C||  202A||  202B|||| 202D,3,7
General Education Course,3,8
Supporting course (consult with an academic adviser for options),3,7
Supporting course (consult with an academic adviser for options),3,8
