Course,Credits,Semester_Number
AED 101S (GA; IL)*#†,3,1
AED 211*,3,2
ART 11 (First Year Seminar)*,1,1
ART 111*#,3,2
ART 110*#,3,1
ARTH 112 (GA)*#†,3,2
ARTH 111*#,3,1
PSYCH 100 (GS)*#†,3,2
ENGL 15||  15A|||| 30H (GWS)‡#,3,1
General Education Course (GQ)‡#,3,2
AED 225 (US)*,3,3
APLNG 200||  210||||CI  280 (GH)*†,3,4
EDPSY 14 (GS)*#,3,3
ART 122Y (W)*#,3,4
Additional Course for Major (see list)*1,3,3
Additional Course for Major (see list)*1,3,4
Additional Course for Major|| Literature for General Education (GH)*#†1,3,3
General Education Course,3,4
General Education Course,3,3
Supporting Course|| 300/400-level Art History*2,3,4
AED 322 (Fall Only)*,3,5
AED 401 (Spring Only)*,3,6
ENGL 202A||  202B||  202C|||| 202D (GWS)‡,3,5
SPLED 400*,4,6
Additional Course for Major (see list)*1,3,5
Additional Course for Major (see list)*1,3,6
General Education Course,3,5
General Education Course,3,6
Supporting Course|| 300/400-level Art History*2,3,5
Supporting Course|| 300/400-level Art *2,4,6
AED 489 (Fall Only)*,4,7
AED 495A|| 495C*,7,8
CAS 100A||  100B|||| 100C (GWS)‡,3,7
AED 495B|| 495D*,8,8
