Course,Credits,Semester_Number
ENGL 15|| 30H*,3,1
PSYCH 100*†,3,2
CI 185||SOC  1†,3,1
Arts||Humanities,3,2
Quanitification*,3,1
Natural Science,3,2
Arts||Humanities,3,1
Elective/Minor,3,2
Elective,3,1
Elective/Minor,3,2
EDUC 100,1,1
Health&&Physical Activity,1.5,2
CAS 100A,3,3
RHS 300*1,3,4
SOC 119N†,4,3
RHS 301*1,3,4
ANTH 21|| BIOL  133|| BIOL  110|| BIOL  141|| BISC  1|| BISC  2|| BISC  3||||BISC  4†,3-4,3
Natural Science,3,4
PSYCH 212|| HDFS  239||||EDPSY  10†,3,3
Elective/Minor,3,4
RHS 100†1,3,3
Arts||Humanities,3,4
ENGL 202A|| 202B,3,5
RHS 303*,3,6
EDPSY 101|| STAT  100||||STAT  200†,3-4,5
RHS 400W*,3,6
RHS 302*,3,5
RHS 401*,3,6
Arts||Humanities,3,5
Elective/Minor,3,6
PSYCH 270,3,5
Supporting Course*,3,6
RHS 402*,3,7
RHS 495A*2,6-12,8
