Course,Credits,Semester_Number
FR 1,4.0,1
FR 2,4.0,2
ENGL 15||  30H|| ESL  15|| ENGL  137H||||CAS  138T (GWS)‡,3.0,1
CAS 100|| ENGL  138T||||CAS  138T (GWS)‡,3.0,2
General Education Quantification (GQ)‡,3.0,1
General Education Course (N),3.0,2
General Education Course (N),3.0,1
General Education Course,3.0,2
General Education Course,3.0,1
BA Requirement,3.0,2
FR 3,4.0,3
FR 201*,3.0,4
General Education Quantification (GQ)‡,3.0,3
FR 202*,3.0,4
General Education Course (US),3.0,3
General Education Course,3.0,4
General Health&&Wellness (GHW),1.5,3
General Education Course,3.0,4
BA Requirement,3.0,3
BA Requirement,3.0,4
FR 316*,3.0,5
FR 332||  331||  351|||| 352*,3.0,6
FR 331||  332||  351|||| 352*,3.0,5
FR 351||  331||  332|||| 352*,3.0,6
General Education Course,3.0,5
FR 402Y*,3.0,6
Elective,3.0,5
General Education Course,3.0,6
Elective,3.0,5
Elective,3.0,6
4xx level FR course*,3.0,7
FR 430*,3.0,8
4xx level FR course*,3.0,7
4xx level FR course*,3.0,8
ENGL 202B (GWS)‡,3.0,7
BA World Cultures Course (or Elective),3.0,8
Elective,3.0,7
Elective,3.0,8
General Health&&Wellness (GHW),1.5,7
Elective,3.0,8
