Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Rehabilitation and Human Services Minor,18,RHS 100,Introduction to Disability Culture,3,Mandatory,"12 credits in Rehabilitation and Human Services, including 6 which must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/education/rehabilitation-human-services-minor/
Rehabilitation and Human Services Minor,18,RHS 301,Introduction to Counseling as a Profession,3,Mandatory,"12 credits in Rehabilitation and Human Services, including 6 which must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/education/rehabilitation-human-services-minor/
Rehabilitation and Human Services Minor,18,RHS 403,Medical Aspects of Disability,3,Mandatory,"12 credits in Rehabilitation and Human Services, including 6 which must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/education/rehabilitation-human-services-minor/
Rehabilitation and Human Services Minor,18,RHS 410,Employment Strategies for People with Disabilities,3,Mandatory,"12 credits in Rehabilitation and Human Services, including 6 which must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/education/rehabilitation-human-services-minor/
Rehabilitation and Human Services Minor,18,Biobehavioral Health (BBH),N/A,,Select 6 Credits,"12 credits in Rehabilitation and Human Services, including 6 which must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/education/rehabilitation-human-services-minor/
Rehabilitation and Human Services Minor,18,Communication Sciences and Disorders (CSD),N/A,,Select 6 Credits,"12 credits in Rehabilitation and Human Services, including 6 which must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/education/rehabilitation-human-services-minor/
Rehabilitation and Human Services Minor,18,Criminal Justice (CRIMJ),N/A,,Select 6 Credits,"12 credits in Rehabilitation and Human Services, including 6 which must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/education/rehabilitation-human-services-minor/
Rehabilitation and Human Services Minor,18,Disability Studies (DBLTY),N/A,,Select 6 Credits,"12 credits in Rehabilitation and Human Services, including 6 which must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/education/rehabilitation-human-services-minor/
Rehabilitation and Human Services Minor,18,Education Theory and Policy (EDTHP),N/A,,Select 6 Credits,"12 credits in Rehabilitation and Human Services, including 6 which must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/education/rehabilitation-human-services-minor/
Rehabilitation and Human Services Minor,18,Global and International Studies (GLIS),N/A,,Select 6 Credits,"12 credits in Rehabilitation and Human Services, including 6 which must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/education/rehabilitation-human-services-minor/
Rehabilitation and Human Services Minor,18,Health Policy and Administration (HPA),N/A,,Select 6 Credits,"12 credits in Rehabilitation and Human Services, including 6 which must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/education/rehabilitation-human-services-minor/
Rehabilitation and Human Services Minor,18,Human Development and Family Studies (HDFS),N/A,,Select 6 Credits,"12 credits in Rehabilitation and Human Services, including 6 which must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/education/rehabilitation-human-services-minor/
Rehabilitation and Human Services Minor,18,Kinesiology (KINES),N/A,,Select 6 Credits,"12 credits in Rehabilitation and Human Services, including 6 which must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/education/rehabilitation-human-services-minor/
Rehabilitation and Human Services Minor,18,Labor and Employment Relations (LER),N/A,,Select 6 Credits,"12 credits in Rehabilitation and Human Services, including 6 which must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/education/rehabilitation-human-services-minor/
Rehabilitation and Human Services Minor,18,Nursing (NURS),N/A,,Select 6 Credits,"12 credits in Rehabilitation and Human Services, including 6 which must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/education/rehabilitation-human-services-minor/
Rehabilitation and Human Services Minor,18,Psychology (PSYCH),N/A,,Select 6 Credits,"12 credits in Rehabilitation and Human Services, including 6 which must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/education/rehabilitation-human-services-minor/
Rehabilitation and Human Services Minor,18,Sociology (SOC),N/A,,Select 6 Credits,"12 credits in Rehabilitation and Human Services, including 6 which must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/education/rehabilitation-human-services-minor/
Rehabilitation and Human Services Minor,18,Special Education (SPLED),N/A,,Select 6 Credits,"12 credits in Rehabilitation and Human Services, including 6 which must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/education/rehabilitation-human-services-minor/
Rehabilitation and Human Services Minor,18,Workforce Education and Development (WFED),N/A,,Select 6 Credits,"12 credits in Rehabilitation and Human Services, including 6 which must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/education/rehabilitation-human-services-minor/
