Year,Semester,Course,Credits
First Year,Fall,FR 1,4
First Year,Spring,FR 2,4
First Year,Fall,"ENGL 15,  30H, ESL  15, ENGL  137H, or CAS  138T (GWS)‡",3
First Year,Spring,"CAS 100, ENGL  138T, or CAS  138T (GWS)‡",3
First Year,Fall,General Education Quantification (GQ)‡,3
First Year,Spring,General Education Course (N),3
First Year,Fall,General Education Course (N),3
First Year,Spring,General Education Course,3
First Year,Fall,General Education Course,3
First Year,Spring,BA Requirement,3
Second Year,Fall,FR 3,4
Second Year,Spring,FR 201*,3
Second Year,Fall,General Education Quantification (GQ)‡,3
Second Year,Spring,FR 202*,3
Second Year,Fall,General Education Course (US),3
Second Year,Spring,General Education Course,3
Second Year,Fall,General Health and Wellness (GHW),1.5
Second Year,Spring,General Education Course,3
Second Year,Fall,BA Requirement,3
Second Year,Spring,BA Requirement,3
Third Year,Fall,FR 316*,3
Third Year,Spring,"FR 332,  331,  351, or  352*",3
Third Year,Fall,"FR 331,  332,  351, or  352*",3
Third Year,Spring,"FR 351,  331,  332, or  352*",3
Third Year,Fall,General Education Course,3
Third Year,Spring,FR 402Y*,3
Third Year,Fall,Elective,3
Third Year,Spring,General Education Course,3
Third Year,Fall,Elective,3
Third Year,Spring,Elective,3
Fourth Year,Fall,4xx level FR course*,3
Fourth Year,Spring,FR 430*,3
Fourth Year,Fall,4xx level FR course*,3
Fourth Year,Spring,4xx level FR course*,3
Fourth Year,Fall,ENGL 202B (GWS)‡,3
Fourth Year,Spring,BA World Cultures Course (or Elective),3
Fourth Year,Fall,Elective,3
Fourth Year,Spring,Elective,3
Fourth Year,Fall,General Health and Wellness (GHW),1.5
Fourth Year,Spring,Elective,3
