Year,Semester,Course,Credits
First Year,Fall,GWS,3
First Year,Spring,GWS,3
First Year,Fall,First-Year Seminar,3
First Year,Spring,Philosophy (Foundation Course),3
First Year,Fall,Philosophy (Any Course),3
First Year,Spring,General Quantification,3
First Year,Fall,General Education Course,3
First Year,Spring,General Education Course,3
First Year,Fall,General Quantification,3
First Year,Spring,General Education Course,3
Second Year,Fall,Philosophy (Foundation Course),3
Second Year,Spring,Philosophy (Foundation Course),3
Second Year,Fall,Philosophy Ethics and Science Course,3
Second Year,Spring,Formal Reasoning Course,3
Second Year,Fall,General Education Course,3
Second Year,Spring,General Education Course,3
Second Year,Fall,Elective,3
Second Year,Spring,Elective,3
Second Year,Fall,Elective,3
Second Year,Spring,Elective,3
Third Year,Fall,Formal Reasoning Course,3
Third Year,Spring,GWS,3
Third Year,Fall,Philosophy Ethics and Science Course,3
Third Year,Spring,PHIL 12,3
Third Year,Fall,General Education Course,3
Third Year,Spring,General Education Course,3
Third Year,Fall,Elective,3
Third Year,Spring,Elective,3
Third Year,Fall,Elective,3
Third Year,Spring,Elective,3
Fourth Year,Fall,Advanced PHIL Topics,3
Fourth Year,Spring,Advanced PHIL Topics,3
Fourth Year,Fall,Supporting Advanced PHIL,3
Fourth Year,Spring,Supporting Advanced PHIL,3
Fourth Year,Fall,General Education Course,3
Fourth Year,Spring,General Education Course,3
Fourth Year,Fall,Elective,4.5
Fourth Year,Spring,Elective,4.5
Fourth Year,Fall,General Health and Wellness,1.5
Fourth Year,Spring,General Health and Wellness,1.5
