Year,Semester,Course,Credits
First Year,Fall,PHYS 211*#,4
First Year,Spring,PHYS 212*#,4
First Year,Fall,MATH 140*‡#†,4
First Year,Spring,MATH 141*‡#†,4
First Year,Fall,CHEM 110*‡#†,3
First Year,Spring,CHEM 112†,3
First Year,Fall,CHEM 111†,1
First Year,Spring,"ENGL 15,  30H, or ESL  15‡",3
Second Year,Fall,PHYS 213& PHYS 214*,4
Second Year,Spring,PHYS 237*,3
Second Year,Fall,MATH 230*,4
Second Year,Spring,MATH 251*,4
Second Year,Fall,MATH 220,2
Second Year,Spring,General Education Course,3
Second Year,Fall,General Education Course,3
Second Year,Spring,"CMPSC 101,  121,  131,  200,  201, or  204",3
Second Year,Fall,General Education Course (GHW),1.5
Second Year,Spring,"CAS 100A,  100B, or  100C‡",3
Third Year,Fall,PHYS 400*,4
Third Year,Spring,PHYS 410*,4
Third Year,Fall,PHYS 419 or  402*,3-4
Third Year,Spring,PHYS 419 or  458*,3-4
Third Year,Fall,MATH 400 level selection (consult with an academic adviser for options)1,3
Third Year,Spring,MATH 400 level selection (consult with an academic adviser for options)1,3
Third Year,Fall,General Education Course,3
Third Year,Spring,General Education Course,3
Third Year,Fall,PHYS 444*,2
Third Year,Spring,General Education Course,3
Fourth Year,Fall,PHYS 400 level selection (consult with an academic adviser for options),3
Fourth Year,Spring,PHYS 400 level selection (consult with an academic adviser for options),3
Fourth Year,Fall,PHYS 420 or  457W2,3-4
Fourth Year,Spring,PHYS 420 or  457W2,3-4
Fourth Year,Fall,General Education Course,3
Fourth Year,Spring,Supporting Course (consult with an academic adviser for options),3
Fourth Year,Fall,ENGL 202C‡,3
Fourth Year,Spring,Supporting Course (consult with an academic adviser for options),3
Fourth Year,Fall,Elective2,3
Fourth Year,Spring,General Education Course (GHW),1.5
