Year,Semester,Course,Credits
First Year,Fall,EMSC 100S (GWS)‡†1,3
First Year,Spring,"General Education Foundation selection (GWS) (ENGL 15, 30, or ESL 15)‡",3
First Year,Fall,"MATH 110,  140,  140G, or  83‡†",4
First Year,Spring,STAT 200‡†,4
First Year,Fall,General Education Knowledge Domain selection,3
First Year,Spring,General Education Knowledge Domain selection,3
First Year,Fall,General Education Knowledge Domain selection,3
First Year,Spring,General Education Knowledge Domain selection,3
First Year,Fall,"GEOG 210,  220,  230, or  260*",3
First Year,Spring,"GEOG 220,  210,  230, or  260*",3
Second Year,Fall,General Education Knowledge Domain selection,3
Second Year,Spring,"General Education Foundation selection (GWS) (ENGL 202A, ENGL 202B, ENGL 202C, ENGL 202D, CAS 100A, CAS 100B, or CAS 100C)‡",3
Second Year,Fall,General Education Knowledge Domain selection,3
Second Year,Spring,General Education Knowledge Domain selection,3
Second Year,Fall,"GEOG 230,  210,  220, or  260*",3
Second Year,Spring,GEOG 301*,3
Second Year,Fall,"GEOG 260,  210,  220, or  230*",3
Second Year,Spring,300-level GEOG selection*,3
Second Year,Fall,GEOG 364*,3
Second Year,Spring,300-level GEOG selection*,3
Third Year,Fall,General Education Knowledge Domain selection,3
Third Year,Spring,General Education Knowledge Domain selection,3
Third Year,Fall,"GEOG 361,  362,  363, or  365*",3
Third Year,Spring,"GEOG 361,  362,  363, or  365*",3
Third Year,Fall,300-level GEOG selection*,3
Third Year,Spring,GEOG 464*,3
Third Year,Fall,Supporting Course selection,3
Third Year,Spring,400-level GEOG selection*,3
Third Year,Fall,Supporting Course selection,3
Third Year,Spring,400-level GEOG selection*,3
Fourth Year,Fall,General Education Health and Wellness (GHW),1.5
Fourth Year,Spring,General Education Health and Wellness (GHW),1.5
Fourth Year,Fall,400-level GEOG selection*,3
Fourth Year,Spring,"400-level GEOG engaged scholarship selection (GEOG 493, 494, 494H, 495, 495B, 495G, or 499)*",3
Fourth Year,Fall,400-level GEOG selection*,3
Fourth Year,Spring,Elective,3
Fourth Year,Fall,Supporting Course selection,3
Fourth Year,Spring,Elective,3
Fourth Year,Fall,Supporting Course selection,3
Fourth Year,Spring,Elective,3
