Year,Semester,Course,Credits
First Year,Fall,ARTH 1S (Art History Support Elective/FYS)*3,3
First Year,Spring,Additional Course*1,3
First Year,Fall,Additional Course*1,3
First Year,Spring,Foreign Language,4
First Year,Fall,"ENGL 15,  15A, or  30H‡",3
First Year,Spring,General Education Course,3
First Year,Fall,Foreign Language,4
First Year,Spring,General Education Course,3
First Year,Fall,GQǂ,3
First Year,Spring,General Education Course,3
Second Year,Fall,Additional Course*1,3
Second Year,Spring,Support Course Geographic Area*2,3
Second Year,Fall,Studio Art (GA)*†4,3
Second Year,Spring,Support Course Art History Elective*3,3
Second Year,Fall,Foreign Language,4
Second Year,Spring,General Education Course,3
Second Year,Fall,General Education Course,3
Second Year,Spring,General Education Course,3
Second Year,Fall,General Education Course,3
Second Year,Spring,CAS 100ǂ,3
Third Year,Fall,Support Course Geographic Area*2,3
Third Year,Spring,ARTH 350W*,3
Third Year,Fall,Support Course Art History Elective*3,3
Third Year,Spring,B.A. Knowledge Domain (US),3
Third Year,Fall,General Education Course,3
Third Year,Spring,B.A. Knowledge Domain,3
Third Year,Fall,GQǂ,3
Third Year,Spring,World Cultures,3
Third Year,Fall,B.A. Knowledge Domain (IL),3
Third Year,Spring,Elective,3
Fourth Year,Fall,Support Course Art History Elective*3,3
Fourth Year,Spring,Support Course Geographic Area*2,3
Fourth Year,Fall,ENGL 202ǂ,3
Fourth Year,Spring,Elective,3
Fourth Year,Fall,General Education Course,3
Fourth Year,Spring,Elective,3
Fourth Year,Fall,Elective,3
Fourth Year,Spring,Elective,3
