Year,Semester,Course,Credits
First Year,Fall,BIOL 161 (GN)*†,3
First Year,Spring,NUTR 175N (US),3
First Year,Fall,BIOL 162*,1
First Year,Spring,BIOL 163 (GN)*†,3
First Year,Fall,NUTR 251 (GHW)*†,3
First Year,Spring,BIOL 164*,1
First Year,Fall,"General Education Course (GWS) (ENGL 15, ENGL 30H, ESL 15, ENGL/CAS 137H recommended)‡1",3
First Year,Spring,BBH 101,3
First Year,Fall,First-Year Seminar,1-2
First Year,Spring,GQ per ALEKS score2,3
First Year,Fall,General Education Course (GA),3
First Year,Spring,"General Education Course (GWS) (CAS 100, CAS 100A, CAS 100B, CAS 100C, ENGL/CAS 138T recommended)‡†1",3
Second Year,Fall,CHEM 110 or  130 (GN)†2,3
Second Year,Spring,NUTR 361,3
Second Year,Fall,PSYCH 100 or HDFS  129 (GS)†,3
Second Year,Spring,General Education Course (Exploration),3
Second Year,Fall,NUTR 360,3
Second Year,Spring,General Education Course (Integrative Studies - Inter-Domain),3
Second Year,Fall,General Education Course (GH),3
Second Year,Spring,"Select course in Food, Nutrition, and Sustainability in consultation with adviser",3
Second Year,Fall,"ECON 102,  104, or AGBM  101",3
Second Year,Spring,Select course in Global Health and Nutrition Policy in consultation with adviser,3
Third Year,Fall,NUTR 358,3
Third Year,Spring,NUTR 452*,3
Third Year,Fall,NUTR 372,3
Third Year,Spring,NUTR 421 or  4253,0-3
Third Year,Fall,NUTR 421 or  4253,0-3
Third Year,Spring,STAT 200 or  250 (GQ)*‡†,3-4
Third Year,Fall,"Select course in Food, Nutrition, and Sustainability in consultation with adviser",3
Third Year,Spring,Elective,6
Third Year,Fall,General Education Course (GWS) (ENGL 202A or ENGL 202C recommended),3
Third Year,Spring,General Education Course (Exploration)‡,3
Fourth Year,Fall,NUTR 490W*,3
Fourth Year,Spring,NUTR 451*,3
Fourth Year,Fall,BBH/HPA 440,3
Fourth Year,Spring,Select course in Global Health and Nutrition Policy in consultation with adviser,3
Fourth Year,Fall,NUTR 409,3
Fourth Year,Spring,Select supporting courses 400 level in consultation with adviser,6
Fourth Year,Fall,Elective,3
Fourth Year,Spring,Elective,3
