Year,Semester,Course,Credits
First Year,Fall,"ENGL 15,  30H, ESL  15, ENGL  137H, or CAS  137H‡",3
First Year,Spring,"CAS 100, ENGL  138T, or CAS  138T‡",3
First Year,Fall,AFR 110*,3
First Year,Spring,AFR 105*,3
First Year,Fall,First Year Seminar,3
First Year,Spring,General Education Quantification Course‡,3
First Year,Fall,World Language Level 1,4
First Year,Spring,General Education Course,3
First Year,Fall,General Education Course,3
First Year,Spring,World Language Level 2,4
Second Year,Fall,AFR 191 or HIST  191*,3
Second Year,Spring,General Education Quantification Course‡,3
Second Year,Fall,World Language Level 3,4
Second Year,Spring,Major Course from Additional Course List*,3
Second Year,Fall,Major Course from Additional Course List*,3
Second Year,Spring,AFR 192 or HIST  192*,3
Second Year,Fall,Elective,3
Second Year,Spring,BA Knowledge Domain Course,3
Second Year,Fall,Elective,3
Second Year,Spring,Elective,3
Third Year,Fall,Major Course from Additional Course List*,3
Third Year,Spring,Major Course from Additional Course List*,3
Third Year,Fall,General Education Course,3
Third Year,Spring,Major Course from Additional Course List*,3
Third Year,Fall,General Education Course,3
Third Year,Spring,BA Knowledge Domain Course,3
Third Year,Fall,General Education Course,3
Third Year,Spring,"ENGL 202A,  202B,  202C, or  202D‡",3
Third Year,Fall,Major Course from Additional Course List*,3
Third Year,Spring,General Education Course,3
Fourth Year,Fall,Major Course from Additional Course List*,3
Fourth Year,Spring,Major Course from Additional Course List AFR 4XX*,3
Fourth Year,Fall,Major Course from Additional Course List AFR 4XX*,3
Fourth Year,Spring,Major Course from Additional Course List AFR 4XX*,3
Fourth Year,Fall,BA Knowledge Domain Course,3
Fourth Year,Spring,General Education Health and Wellness (GHW),1.5
Fourth Year,Fall,General Education Course,3
Fourth Year,Spring,General Education Course,3
Fourth Year,Fall,AFR 4XX,3
Fourth Year,Spring,Elective,3
