Year,Semester,Course,Credits
First Year,Fall,IT 1,4
First Year,Spring,IT 2,4
First Year,Fall,"ENGL 15,  30H, ESL  15, ENGL  137H, or CAS  137H (GWS)‡",3
First Year,Spring,"CAS 100, ENGL  138T, or CAS  138T (GWS)‡",3
First Year,Fall,General Education Quantification Course (GQ)‡,3
First Year,Spring,"IT 130,  131,  225N, or  240Q*",3
First Year,Fall,General Education Course (N),3
First Year,Spring,General Education Quantification (GQ) Course‡,3
First Year,Fall,General Education Course,3
First Year,Spring,General Health and Wellness (GHW),3
Second Year,Fall,IT 3,4
Second Year,Spring,"IT Education Abroad X99 Course or 4XX Related in consultation with advising*1,2",3
Second Year,Fall,General Education Course (N),3
Second Year,Spring,"IT Education Abroad X99 Course or 4XX Related in consultation with advising*1,2",3
Second Year,Fall,BA Fields,3
Second Year,Spring,General Education Course,3
Second Year,Fall,Elective (World Cultures),3
Second Year,Spring,BA Fields,3
Second Year,Fall,Elective (WAC),3
Second Year,Spring,Elective,3
Third Year,Fall,IT 301*,3
Third Year,Spring,IT 320*,3
Third Year,Fall,IT Additional Courses from List*1,3
Third Year,Spring,IT Additional Courses from List*1,3
Third Year,Fall,IT Additional Courses from List*1,3
Third Year,Spring,400-Level IT Course from List*1,3
Third Year,Fall,General Education Course,3
Third Year,Spring,General Education Course,3
Third Year,Fall,General Education Course,3
Third Year,Spring,BA Fields,3
Fourth Year,Fall,IT 415 or  490*,3
Fourth Year,Spring,400-Level IT Course from List*1,3
Fourth Year,Fall,400-Level IT Course from List*1,3
Fourth Year,Spring,General Education Course,3
Fourth Year,Fall,ENGL 202 (GWS)‡,3
Fourth Year,Spring,Elective (IL),3
Fourth Year,Fall,General Education Course,3
Fourth Year,Spring,Elective,3
Fourth Year,Fall,Elective (US),3
Fourth Year,Spring,Elective,2
