Year,Semester,Course,Credits
First Year,Fall,"ENGL 15,  15A, or  30H‡",3
First Year,Spring,GD 102*#,3
First Year,Fall,GD 1S*#,1
First Year,Spring,Additional Course for Major (see list below)*1,3
First Year,Fall,GD 100*‡#,3
First Year,Spring,General Education Course,3
First Year,Fall,GD 101*#,3
First Year,Spring,General Education Course,3
First Year,Fall,GD 115N or AA  121*#,3
First Year,Spring,General Education Course,3
Second Year,Fall,GD 200*,3
Second Year,Spring,GD 202W*,3
Second Year,Fall,GD 201*,3
Second Year,Spring,GD 203*,3
Second Year,Fall,IST 250*,3
Second Year,Spring,IST 256*,3
Second Year,Fall,Additional Course for Major (see list below)*1,3
Second Year,Spring,PHOTO 202*,3
Second Year,Fall,General Edcuation Course,3
Second Year,Spring,General Education Course,3
Third Year,Fall,"CAS 100A,  100B, or  100C‡",3
Third Year,Spring,"ENGL 202A,  202B,  202C, or  202D‡",3
Third Year,Fall,GD 300*,4
Third Year,Spring,GD 302*,4
Third Year,Fall,GD 301*,4
Third Year,Spring,GD 303*,4
Third Year,Fall,General Education Course,3
Third Year,Spring,Additional Course for Major (see list below)*1,3
Fourth Year,Fall,GD 400*,4
Fourth Year,Spring,GD 402*,4
Fourth Year,Fall,GD 495*,3
Fourth Year,Spring,Additional Course for Major (see list below)*1,3
Fourth Year,Fall,Elective,3
Fourth Year,Spring,Elective,3
Fourth Year,Fall,General Education Course,3
Fourth Year,Spring,Elective,3
Fourth Year,Fall,General Education Course (GHW),1.5
Fourth Year,Spring,General Education Course (GHW),1.5
