Year,Semester,Course,Credits
First Year,Fall,SOILS 101*†,3
First Year,Spring,"ENGL 15,  30H, or ESL  15‡†",3
First Year,Fall,CHEM 110 or  130*#,3
First Year,Spring,CHEM 202*,3
First Year,Fall,MATH 21‡†,3
First Year,Spring,METEO 3 or  101†,3
First Year,Fall,PLANT 150S,2
First Year,Spring,Supporting Course (Professional Management and Economics),3
First Year,Fall,General Education Course,3
First Year,Spring,General Education Course,3
Second Year,Fall,BIOL 110,4
Second Year,Spring,TURF 230*,1
Second Year,Fall,TURF 235*,3
Second Year,Spring,ENT 317*,3
Second Year,Fall,STAT 200‡†,4
Second Year,Spring,Supporting Course,3
Second Year,Fall,BIOL 127 or HORT  101†,3
Second Year,Spring,General Education Course,3
Second Year,Fall,General Education Course (GHW),1.5
Second Year,Spring,General Education Course (GHW),1.5
Second Year,Fall,,General Education Course
Second Year,Spring,3,
Third Year,Fall,TURF 238*,3
Third Year,Spring,TURF 435*,4
Third Year,Fall,TURF 434*,3
Third Year,Spring,"CAS 100, CAS  100A, CAS  100B, or CAS  100C‡†",3
Third Year,Fall,TURF 307*,3
Third Year,Spring,TURF 495*,1
Third Year,Fall,Supporting Course (Professional Agriculture),3
Third Year,Spring,AGBM 106*,3
Third Year,Fall,General Education Course,3
Third Year,Spring,Supporting Course (Professional Agriculture),3
Third Year,Fall,,Elective
Third Year,Spring,3,
Fourth Year,Fall,PPEM 412*,3
Fourth Year,Spring,TURF 436W*,3
Fourth Year,Fall,TURF 425*,3
Fourth Year,Spring,TURF 490*,1
Fourth Year,Fall,ENGL 202C or  202D‡†,3
Fourth Year,Spring,Supporting Course,3
Fourth Year,Fall,TURF 495*,1
Fourth Year,Spring,General Education Course,3
Fourth Year,Fall,Supporting Course (Professional Agriculture),3
Fourth Year,Spring,Supporting Course,3
Fourth Year,Fall,Supporting Course (Professional Management and Economics),3
Fourth Year,Spring,,
