Year,Semester,Course,Credits
First Year,Fall,IT 1,4
First Year,Spring,IT 2,4
First Year,Fall,"ENGL 15,  30H, ESL  15, ENGL  137H, or CAS  137H (GWS)‡",3
First Year,Spring,"CAS 100, ENGL  138T, or CAS  138T (GWS)‡",3
First Year,Fall,General Education Quantification (GQ)‡,3
First Year,Spring,General Education Course (N),3
First Year,Fall,General Education Course (N),3
First Year,Spring,General Education Course,3
First Year,Fall,General Education Course,3
First Year,Spring,General Health and Wellness (GHW),1.5
Second Year,Fall,IT 3,4
Second Year,Spring,IT Additional Courses from List*1,3
Second Year,Fall,General Education Quantification (GQ)‡,3
Second Year,Spring,IT Additional Courses from List*1,3
Second Year,Fall,General Education Course,3
Second Year,Spring,"IT Education Abroad X99 Course*1,2",3
Second Year,Fall,General Health and Wellness (GHW),1.5
Second Year,Spring,"IT Education Abroad X99 Course*1,2",3
Second Year,Fall,Applied Option Course*1,3
Second Year,Spring,Elective,3
Third Year,Fall,IT 301*,3
Third Year,Spring,IT 310 or  320*,3
Third Year,Fall,IT Additional Courses from List*1,3
Third Year,Spring,Applied Option Course*1,3
Third Year,Fall,Applied Option Course*1,3
Third Year,Spring,Applied Option Course*1,3
Third Year,Fall,General Education Course,3
Third Year,Spring,IT Additional Courses from List*1,3
Third Year,Fall,General Education Course,3
Third Year,Spring,General Education Course,3
Fourth Year,Fall,IT 412*,3
Fourth Year,Spring,Applied Option Course at the 4XX Level*1,3
Fourth Year,Fall,ENGL 202 (GWS)‡,3
Fourth Year,Spring,Applied Option Course*1,3
Fourth Year,Fall,IT Additional Courses from List*1,3
Fourth Year,Spring,General Education Course,3
Fourth Year,Fall,Applied Option Course at the 4XX Level*1,3
Fourth Year,Spring,Elective,3
Fourth Year,Fall,Elective,3
Fourth Year,Spring,Elective,3
